,snp
37307,1440677110
37308,1440675443
37309,1440666301
37310,1440661037
37311,1440655890
37312,1440633718
37313,1440610869
37314,1440608835
37315,1440505230
37316,1440494530
37317,1440480180
37318,1440445639
37319,1440384721
37320,1440373069
37321,1440362463
37322,1440346262
37323,1440344934
37324,1440328208
37325,1440304715
37326,1440267214
37327,1440261931
37328,1440257089
37329,1440248045
37330,1440195430
37331,1440139511
37332,1440086129
37333,1440073819
37334,1440046086
37335,1440036556
37336,1440030856
37337,1440015879
37338,1440006076
37339,1439956233
37340,1439934737
37341,1439927506
37342,1439897602
37343,1439878943
37344,1439870066
37345,1439869914
37346,1439867083
37347,1439841784
37348,1439831172
37349,1439828524
37350,1439806741
37351,1439788956
37352,1439777541
37353,1439717572
37354,1439717430
37355,1439694054
37356,1439588167
37357,1439580469
37358,1439579485
37359,1439570457
37360,1439568727
37361,1439564799
37362,1439554768
37363,1439542420
37364,1439536587
37365,1439516942
37366,1439512372
37367,1439487338
37368,1439481094
37369,1439439580
37370,1439407870
37371,1439402416
37372,1439375389
37373,1439364689
37374,1439325767
37375,1439251642
37376,1439230819
37377,1439213857
37378,1439148651
37379,1439082335
37380,1439071936
37381,1439051730
37382,1439039842
37383,1439032095
37384,1439006454
37385,1438944480
37386,1438873959
37387,1438825027
37388,1438807227
37389,1438795586
37390,1438745923
37391,1438712158
37392,1438638419
37393,1438618083
37394,1438617584
37395,1438602442
37396,1438598610
37397,1438575856
37398,1438532245
37399,1438498344
37400,1438490446
37401,1438489971
37402,1438484218
37403,1438467818
37404,1438435386
37405,1438423365
37406,1438414855
37407,1438406657
37408,1438388073
37409,1438365090
37410,1438320862
37411,1438305063
37412,1438238617
37413,1438183782
37414,1438172158
37415,1438167499
37416,1438089128
37417,1438083542
37418,1438077538
37419,1438020343
37420,1437982033
37421,1437974170
37422,1437936079
37423,1437898224
37424,1437886237
37425,1437883595
37426,1437856914
37427,1437799846
37428,1437767263
37429,1437748642
37430,1437682807
37431,1437682658
37432,1437673355
37433,1437672373
37434,1437650032
37435,1437631517
37436,1437594323
37437,1437571421
37438,1437567883
37439,1437552441
37440,1437487073
37441,1437440977
37442,1437408122
37443,1437396744
37444,1437376285
37445,1437372845
37446,1437364839
37447,1437358092
37448,1437339208
37449,1437303357
37450,1437298990
37451,1437242942
37452,1437219439
37453,1437198256
37454,1437166579
37455,1437158508
37456,1437138070
37457,1437070660
37458,1437041232
37459,1437013830
37460,1437010661
37461,1436982778
37462,1436980799
37463,1436969794
37464,1436935809
37465,1436900115
37466,1436887693
37467,1436872738
37468,1436871849
37469,1436849386
37470,1436834323
37471,1436817753
37472,1436814324
37473,1436794777
37474,1436756688
37475,1436755786
37476,1436743783
37477,1436728740
37478,1436726218
37479,1436718692
37480,1436717509
37481,1436711946
37482,1436711902
37483,1436704961
37484,1436681680
37485,1436621888
37486,1436583164
37487,1436560414
37488,1436557895
37489,1436556198
37490,1436545721
37491,1436493954
37492,1436472050
37493,1436417961
37494,1436392142
37495,1436384665
37496,1436373530
37497,1436358420
37498,1436289039
37499,1436281656
37500,1436273022
37501,1436259297
37502,1436241777
37503,1436225593
37504,1436220937
37505,1436214992
37506,1436214488
37507,1436212362
37508,1436199019
37509,1436198083
37510,1436180835
37511,1436123844
37512,1436068853
37513,1436068664
37514,1436036007
37515,1435978305
37516,1435966108
37517,1435951800
37518,1435935290
37519,1435906074
37520,1435897783
37521,1435892908
37522,1435883150
37523,1435877813
37524,1435854817
37525,1435847505
37526,1435838133
37527,1435836141
37528,1435826207
37529,1435788346
37530,1435781215
37531,1435780056
37532,1435768005
37533,1435743334
37534,1435724921
37535,1435715352
37536,1435695329
37537,1435681771
37538,1435671880
37539,1435659489
37540,1435616142
37541,1435616076
37542,1435612532
37543,1435601488
37544,1435581184
37545,1435577046
37546,1435526625
37547,1435525629
37548,1435509403
37549,1435508506
37550,1435489024
37551,1435454536
37552,1435442943
37553,1435428662
37554,1435368125
37555,1435341713
37556,1435325676
37557,1435323859
37558,1435322072
37559,1435321596
37560,1435305049
37561,1435301592
37562,1435276712
37563,1435272414
37564,1435265763
37565,1435256743
37566,1435149738
37567,1435127165
37568,1435086570
37569,1435059285
37570,1435057680
37571,1435044157
37572,1435030976
37573,1435019069
37574,1434953271
37575,1434892484
37576,1434880389
37577,1434875674
37578,1434870157
37579,1434836585
37580,1434778813
37581,1434776295
37582,1434772232
37583,1434772023
37584,1434761793
37585,1434701432
37586,1434603129
37587,1434501605
37588,1434491134
37589,1434475782
37590,1434466154
37591,1434453759
37592,1434418184
37593,1434417399
37594,1434321433
37595,1434312997
37596,1434264533
37597,1434212292
37598,1434211572
37599,1434141632
37600,1434140207
37601,1434089159
37602,1434078411
37603,1434070858
37604,1434064797
37605,1434033183
37606,1433966185
37607,1433948679
37608,1433941693
37609,1433911152
37610,1433893497
37611,1433846701
37612,1433837680
37613,1433800468
37614,1433779119
37615,1433745186
37616,1433729291
37617,1433712925
37618,1433711830
37619,1433710209
37620,1433654223
37621,1433639201
37622,1433631138
37623,1433616988
37624,1433522746
37625,1433496969
37626,1433459831
37627,1433441495
37628,1433438225
37629,1433412421
37630,1433412219
37631,1433399102
37632,1433395806
37633,1433382050
37634,1433343078
37635,1433334967
37636,1433310542
37637,1433298240
37638,1433282304
37639,1433258618
37640,1433195182
37641,1433182241
37642,1433142086
37643,1433139251
37644,1433123287
37645,1433113574
37646,1433058402
37647,1433020893
37648,1433002420
37649,1432980637
37650,1432941934
37651,1432927866
37652,1432915702
37653,1432911843
37654,1432860895
37655,1432834124
37656,1432810264
37657,1432800956
37658,1432794867
37659,1432771437
37660,1432740480
37661,1432663746
37662,1432644660
37663,1432641968
37664,1432640759
37665,1432628944
37666,1432628207
37667,1432552047
37668,1432542921
37669,1432530576
37670,1432517125
37671,1432514512
37672,1432485956
37673,1432465003
37674,1432458309
37675,1432450817
37676,1432416672
37677,1432357817
37678,1432273747
37679,1432260351
37680,1432216200
37681,1432195495
37682,1432179161
37683,1432005967
37684,1431976652
37685,1431950273
37686,1431927058
37687,1431890466
37688,1431873057
37689,1431873053
37690,1431867146
37691,1431847388
37692,1431823678
37693,1431767891
37694,1431683774
37695,1431667827
37696,1431657816
37697,1431633711
37698,1431615703
37699,1431549292
37700,1431534870
37701,1431453012
37702,1431433431
37703,1431426780
37704,1431418593
37705,1431400881
37706,1431394392
37707,1431394035
37708,1431335932
37709,1431306096
37710,1431267002
37711,1431249473
37712,1431242175
37713,1431226012
37714,1431194517
37715,1431191104
37716,1431166985
37717,1431158900
37718,1431111532
37719,1431108141
37720,1431088864
37721,1431076902
37722,1431075782
37723,1431059297
37724,1431013836
37725,1430995406
37726,1430981711
37727,1430978306
37728,1430937692
37729,1430935769
37730,1430922950
37731,1430905770
37732,1430841024
37733,1430816372
37734,1430783357
37735,1430754264
37736,1430751727
37737,1430716960
37738,1430696942
37739,1430652381
37740,1430643037
37741,1430614165
37742,1430610149
37743,1430534673
37744,1430453265
37745,1430442342
37746,1430442094
37747,1430419011
37748,1430402621
37749,1430389370
37750,1430381493
37751,1430371465
37752,1430363224
37753,1430348912
37754,1430338864
37755,1430319489
37756,1430310614
37757,1430213383
37758,1430208140
37759,1430183280
37760,1430174893
37761,1430147675
37762,1430091181
37763,1430080146
37764,1430061692
37765,1430054263
37766,1429958747
37767,1429921833
37768,1429917145
37769,1429916165
37770,1429902284
37771,1429888645
37772,1429881786
37773,1429854446
37774,1429839575
37775,1429830804
37776,1429818137
37777,1429757979
37778,1429751641
37779,1429750944
37780,1429733635
37781,1429727909
37782,1429708397
37783,1429685412
37784,1429674652
37785,1429672176
37786,1429617093
37787,1429614581
37788,1429609109
37789,1429577200
37790,1429577100
37791,1429565541
37792,1429559920
37793,1429536403
37794,1429532808
37795,1429527010
37796,1429477057
37797,1429475459
37798,1429461931
37799,1429445333
37800,1429432442
37801,1429425762
37802,1429372527
37803,1429355079
37804,1429319207
37805,1429303893
37806,1429299719
37807,1429272645
37808,1429248741
37809,1429244565
37810,1429179445
37811,1429177734
37812,1429164594
37813,1429161216
37814,1429157150
37815,1429120729
37816,1429108360
37817,1429092115
37818,1429083716
37819,1429070770
37820,1429028615
37821,1429025717
37822,1429014708
37823,1429004049
37824,1428992351
37825,1428947881
37826,1428926101
37827,1428904137
37828,1428842030
37829,1428834999
37830,1428822062
37831,1428816167
37832,1428803060
37833,1428794454
37834,1428769753
37835,1428764737
37836,1428740738
37837,1428728712
37838,1428707974
37839,1428700707
37840,1428690702
37841,1428665090
37842,1428633848
37843,1428617192
37844,1428605664
37845,1428600980
37846,1428594550
37847,1428593708
37848,1428536379
37849,1428522016
37850,1428468634
37851,1428429115
37852,1428400971
37853,1428374483
37854,1428371871
37855,1428355347
37856,1428353658
37857,1428350520
37858,1428334774
37859,1428333073
37860,1428305100
37861,1428294655
37862,1428280327
37863,1428279605
37864,1428270991
37865,1428262866
37866,1428225791
37867,1428213934
37868,1428196322
37869,1428174740
37870,1428154559
37871,1428109994
37872,1428105926
37873,1428101845
37874,1428087953
37875,1428085102
37876,1428076919
37877,1428072483
37878,1428056904
37879,1428034852
37880,1428034718
37881,1427993834
37882,1427912683
37883,1427897040
37884,1427861592
37885,1427810323
37886,1427765621
37887,1427739529
37888,1427719301
37889,1427703508
37890,1427699937
37891,1427666028
37892,1427653102
37893,1427642781
37894,1427614741
37895,1427613672
37896,1427591599
37897,1427578388
37898,1427554996
37899,1427531203
37900,1427521172
37901,1427477972
37902,1427472398
37903,1427462327
37904,1427457204
37905,1427410697
37906,1427381620
37907,1427345745
37908,1427314854
37909,1427306385
37910,1427254197
37911,1427249567
37912,1427196819
37913,1427120420
37914,1427110852
37915,1427107072
37916,1427099235
37917,1427069336
37918,1426979430
37919,1426978168
37920,1426972372
37921,1426955918
37922,1426878075
37923,1426852323
37924,1426832704
37925,1426773086
37926,1426726017
37927,1426714572
37928,1426697094
37929,1426692836
37930,1426581625
37931,1426579814
37932,1426566309
37933,1426545264
37934,1426481160
37935,1426457597
37936,1426449263
37937,1426428867
37938,1426400872
37939,1426371821
37940,1426348611
37941,1426348102
37942,1426336375
37943,1426316553
37944,1426313706
37945,1426253909
37946,1426245523
37947,1426227515
37948,1426162026
37949,1426091921
37950,1426065925
37951,1426055454
37952,1425956222
37953,1425935211
37954,1425920577
37955,1425912723
37956,1425855962
37957,1425851055
37958,1425822718
37959,1425819494
37960,1425815188
37961,1425784069
37962,1425747385
37963,1425709919
37964,1425702067
37965,1425665078
37966,1425652987
37967,1425645053
37968,1425642374
37969,1425626360
37970,1425591953
37971,1425490308
37972,1425462325
37973,1425445682
37974,1425442709
37975,1425436439
37976,1425393539
37977,1425371010
37978,1425346980
37979,1425320271
37980,1425233180
37981,1425198831
37982,1425167620
37983,1425125635
37984,1425059628
37985,1424936851
37986,1424922395
37987,1424892796
37988,1424887608
37989,1424825610
37990,1424805099
37991,1424801295
37992,1424785537
37993,1424762250
37994,1424701041
37995,1424659589
37996,1424638165
37997,1424592585
37998,1424575337
37999,1424561957
38000,1424551480
38001,1424533009
38002,1424521723
38003,1424512312
38004,1424436439
38005,1424423791
38006,1424415971
38007,1424398094
38008,1424391128
38009,1424380721
38010,1424328643
38011,1424315216
38012,1424288786
38013,1424276295
38014,1424207488
38015,1424186628
38016,1424180870
38017,1424160944
38018,1424158133
38019,1424142900
38020,1424102688
38021,1424102544
38022,1424053933
38023,1424025803
38024,1423999134
38025,1423958988
38026,1423913019
38027,1423847888
38028,1423803775
38029,1423780850
38030,1423767710
38031,1423764942
38032,1423719485
38033,1423715865
38034,1423707927
38035,1423673858
38036,1423633229
38037,1423608355
38038,1423607858
38039,1423602028
38040,1423570131
38041,1423553814
38042,1423549195
38043,1423537791
38044,1423515379
38045,1423483198
38046,1423433708
38047,1423424870
38048,1423422854
38049,1423417430
38050,1423407930
38051,1423387453
38052,1423351763
38053,1423343062
38054,1423337868
38055,1423317118
38056,1423274658
38057,1423267791
38058,1423264754
38059,1423243896
38060,1423228078
38061,1423216311
38062,1423207879
38063,1423197038
38064,1423172478
38065,1423163150
38066,1423157221
38067,1423154345
38068,1423096222
38069,1423089942
38070,1423048690
38071,1422966901
38072,1422937809
38073,1422929770
38074,1422919422
38075,1422914158
38076,1422908642
38077,1422905956
38078,1422876340
38079,1422873989
38080,1422851591
38081,1422815050
38082,1422812590
38083,1422770943
38084,1422700400
38085,1422690870
38086,1422689733
38087,1422628977
38088,1422617991
38089,1422596778
38090,1422578532
38091,1422541838
38092,1422525678
38093,1422525398
38094,1422493813
38095,1422471071
38096,1422452370
38097,1422433737
38098,1422413885
38099,1422390375
38100,1422379775
38101,1422372295
38102,1422365269
38103,1422327141
38104,1422324875
38105,1422312923
38106,1422280980
38107,1422156704
38108,1422140039
38109,1422120735
38110,1422118324
38111,1422110831
38112,1422090861
38113,1422063204
38114,1422018123
38115,1421941168
38116,1421917723
38117,1421913515
38118,1421912267
38119,1421875031
38120,1421844159
38121,1421831780
38122,1421819305
38123,1421817927
38124,1421813477
38125,1421794192
38126,1421787875
38127,1421785730
38128,1421772765
38129,1421764838
38130,1421759788
38131,1421754112
38132,1421723777
38133,1421695059
38134,1421690736
38135,1421642053
38136,1421623518
38137,1421614753
38138,1421514726
38139,1421459919
38140,1421437523
38141,1421409370
38142,1421403500
38143,1421398173
38144,1421314817
38145,1421302388
38146,1421296245
38147,1421295761
38148,1421290452
38149,1421284021
38150,1421267762
38151,1421213868
38152,1421197023
38153,1421171418
38154,1421149758
38155,1421100580
38156,1421064145
38157,1421041621
38158,1421039144
38159,1421030894
38160,1420962114
38161,1420957738
38162,1420910781
38163,1420902521
38164,1420888011
38165,1420850194
38166,1420847929
38167,1420838048
38168,1420829836
38169,1420807626
38170,1420800207
38171,1420752675
38172,1420739486
38173,1420737337
38174,1420727010
38175,1420696912
38176,1420649546
38177,1420648811
38178,1420632381
38179,1420576484
38180,1420539863
38181,1420505434
38182,1420504165
38183,1420447350
38184,1420417096
38185,1420390197
38186,1420387817
38187,1420335943
38188,1420310639
38189,1420304624
38190,1420284967
38191,1420274942
38192,1420269002
38193,1420268312
38194,1420240087
38195,1420195699
38196,1420189455
38197,1420165605
38198,1420144833
38199,1420133068
38200,1420131914
38201,1420126160
38202,1420092917
38203,1420078864
38204,1420040141
38205,1420037579
